label,text,cleaned_text,Topic,Probability,Topic_Label
neutral,"The new company will likely hold an IPO on the NYSE or another international stock exchange , according to Altimo which manages the Alfa Group 's telecommunications assets and TeliaSonera 's agreement , which has been published on the website of the U.S. Securities and Exchange Commission .",new compani like hold ipo nyse anoth intern stock exchang accord altimo manag alfa group telecommun asset teliasonera agreement publish websit u secur exchang commiss,-1,0.0,outlier
neutral,"The new majority owners of Aspocomp Thailand Co. , Ltd are certain private persons belonging to immediate circle of Aspocomp 's present Joint Venture partner , Saha Pathana Inter-Holding Plc. .",new major owner aspocomp thailand co ltd certain privat person belong immedi circl aspocomp present joint ventur partner saha pathana interhold plc,-1,0.0,outlier
neutral,The new organization consists of two business units : Charging & Messaging and Finance & Administration .,new organ consist two busi unit charg messag financ administr,35,0.7302154837092981,technolog
neutral,The new SEPA cads will replace Finnish bank cards .,new sepa cad replac finnish bank card,1,1.0,bank
neutral,"The order comprises all production lines for a plywood mill , company said in a statement received by Lesprom Network .",order compris product line plywood mill compani said statement receiv lesprom network,77,1.0,veneer
neutral,"The order comprises four ball mills , which will be organized in two different streams for treating ore in the Pilanesberg platinum mine .",order compris four ball mill organ two differ stream treat ore pilanesberg platinum mine,17,1.0,mine
neutral,"The order includes a new Crecent former , headbox , and reel .",order includ new crecent former headbox reel,-1,0.0,outlier
neutral,The output of the contracts totals 72 MWe .,output contract total mwe,-1,0.0,outlier
neutral,"The parties have agreed not to disclose the price of the deal , the group said in a press release .",parti agre disclos price deal group said press releas,19,1.0,price
neutral,The parties have agreed not to disclose the transaction value .,parti agre disclos transact valu,26,0.5737253663776412,valu
neutral,"The payment date is March 25 , 2010 .",payment date march,-1,0.0,outlier
neutral,The plans will result in the introduction of new and highly specialized manufacturing methods and also entail changes to personnel at the facility .,plan result introduct new high special manufactur method also entail chang personnel facil,78,1.0,process
neutral,"The platform is based built on Intel s second-generation MID platform , called Moorestown .",platform base built intel secondgener mid platform call moorestown,-1,0.0,outlier
neutral,"The price of the 10,000 kroon par value bonds was 9663,51 kroons in the primary issue .",price kroon par valu bond kroon primari issu,26,0.3919990765833883,valu
neutral,The proposal by the Board of Directors on the issuance of option rights will otherwise correspond to the proposal by the Board of Directors in the Notice to the General Meeting .,propos board director issuanc option right otherwis correspond propos board director notic general meet,11,1.0,board
neutral,The purchase sum is about EUR 10mn US$ 12.97 mn .,purchas sum eur mn u mn,13,0.6340018940948127,mn
neutral,"The recruitment is related to the relocation of Stora Enso 's research operations to Karlstad , central Sweden .",recruit relat reloc stora enso research oper karlstad central sweden,-1,0.0,outlier
neutral,The Remote Radio head module will be available at 4W power for 2.5 GHz and 3.5 GHz TDD frequency bands .,remot radio head modul avail w power ghz ghz tdd frequenc band,-1,0.0,outlier
neutral,"The report examines the medical equipment business structure and operations , history and products , and provides an analysis of its key medical equipment revenue lines .",report examin medic equip busi structur oper histori product provid analysi key medic equip revenu line,-1,0.0,outlier
neutral,The restructuring measures will not affect the production of packaging printing material .,restructur measur affect product packag print materi,-1,0.0,outlier
neutral,"The sale , comprising the margarine business in Finland and Poland , follows the approval of the Polish competition authorities earlier in October .",sale compris margarin busi finland poland follow approv polish competit author earlier octob,10,0.5762410057313211,sale
neutral,"The sale of Savcor FACE to Cencorp will result in a profit or loss which can not yet be determined , owing to factors including the valuation of the consideration shares to be received and prevailing exchange rates .",sale savcor face cencorp result profit loss yet determin owe factor includ valuat consider share receiv prevail exchang rate,-1,0.0,outlier
neutral,"The sale will be finalized in September or October , the company said .",sale final septemb octob compani said,-1,0.0,outlier
neutral,"The share capital of Alma Media Corporation business ID 1944757-4 is EUR 44,767,513.80 and it is divided into 74,612,523 shares .",share capit alma medium corpor busi id eur divid share,4,1.0,share
neutral,"The shares subscribed for under the stock options were registered in the Trade Register on 20 January 2011 , as of which date the new shares will establish shareholder rights .",share subscrib stock option regist trade regist januari date new share establish sharehold right,-1,0.0,outlier
neutral,"The ship cranes , which will be manufactured by MacGREGOR 's partner plants in China , will be delivered between 2008-2010 for vessels ordered by Chinese COSCO , German Peter Dohle and Hong Kong based Cido Shipping .",ship crane manufactur macgregor partner plant china deliv vessel order chine cosco german peter dohl hong kong base cido ship,91,0.7333706888404211,crane
neutral,The ship unloader is totally enclosed along the entire conveying line to the storage facilities .,ship unload total enclos along entir convey line storag facil,58,1.0,vessel
neutral,The site will cover over six hectares .,site cover six hectar,-1,0.0,outlier
neutral,"The study was not designed to enable formal statistical evaluation of therapeutic activity , the company said .",studi design enabl formal statist evalu therapeut activ compani said,78,0.9367893788913355,process
neutral,The transaction will take place without payment of merger consideration .,transact take place without payment merger consider,3,1.0,agreement
neutral,The unit is planned to be operational during the second half of 2007 and in full stream in 2008 .,unit plan oper second half full stream,-1,0.0,outlier
neutral,"The wireless industry is bracing itself for the iPhone , which will launch on June 29 .",wireless industri brace iphon launch june,-1,0.0,outlier
neutral,Their offering also covers localisation services related to production transfer to the Finnish company 's customers that already have production in Asian market or have made the decision to transfer production there .,offer also cover localis servic relat product transfer finnish compani custom alreadi product asian market made decis transfer product,-1,0.0,outlier
neutral,"There are currently some ten shops selling Tikkurila 's paints in Kazakhstan , and more shops will be opened continuously .",current ten shop sell tikkurila paint kazakhstan shop open continu,69,0.4191492908545416,tikkurila
neutral,"There have been 15 initial public offerings announced in Sweden this year , compared with two during the same period a year earlier , Bloomberg data shows .",initi public offer announc sweden year compar two period year earlier bloomberg data show,57,0.687190565240518,period
neutral,They both will report to Oriola-KD 's chief executive officer Eero Hautaniemi .,report oriolakd chief execut offic eero hautaniemi,-1,0.0,outlier
neutral,This is the company 's first contract abroad .,compani first contract abroad,109,1.0,comment
neutral,This release is not an offer of securities for sale into the United States or elsewhere .,releas offer secur sale unit state elsewher,113,1.0,aspect
neutral,This solution is an extension to the existing online mediation solution delivered earlier by Comptel and IBM .,solut extens exist onlin mediat solut deliv earlier comptel ibm,73,1.0,servic
neutral,"Through its partnership with Finnish Paulig 's Danish subsidiary Oscar , Puljonki acquired a sales organization in the European market .",partnership finnish paulig danish subsidiari oscar puljonki acquir sale organ european market,10,0.6903467829554041,sale
neutral,"Tieto in Latvia is represented by IT services companies TietoEnator Alise and TietoEnator , which has operations in the industries of Financial Services Cards , Retail and Logistics and IT Outsourcing and Managed Services .",tieto latvia repres servic compani tietoen ali tietoen oper industri financi servic card retail logist outsourc manag servic,8,0.9246820034727441,data
neutral,"Together with Latvia , Cramo will operate 54 rental outlets in the Baltic States .",togeth latvia cramo oper rental outlet baltic state,62,0.8741581374378605,rental
neutral,Two other sites will be included later on .,two site includ later,-1,0.0,outlier
neutral,"Under a preliminary estimation , the technology park will measure about 50,000 square meters .",preliminari estim technolog park measur squar meter,0,1.0,build
neutral,"Under the changes envisaged , HK Ruokatalo would reduce its number of industrial places of business in Finland from eight to six .",chang envisag hk ruokatalo would reduc number industri place busi finland eight six,-1,0.0,outlier
neutral,Upon completion of the sale Proha would get some USD12 .7 m for its stake in Artemis .,upon complet sale proha would get usd stake artemi,30,0.6484225674180704,stake
neutral,W+Ærtsil+Æ 's aim is to serve the rapidly growing number of vessels and increasing marine activity in the Barents Sea region .,wærtsilæ aim serv rapid grow number vessel increas marin activ barent sea region,-1,0.0,outlier
neutral,Valga Lihatoostus markets its products under the Maks & Moorits trademark .,valga lihatoostus market product mak moorit trademark,-1,0.0,outlier
neutral,"We know that it exists , '' Artemyev said .",know exist artemyev said,15,0.29821220884065536,revenu
neutral,We offer our customers solutions based on renewable raw materials .,offer custom solut base renew raw materi,90,1.0,product
neutral,"When dialing in , the participants should quote 877417 as conference ID .",dial particip quot confer id,-1,0.0,outlier
neutral,Work on the assignment has already started and is due for completion in spring 2011 .,work assign alreadi start due complet spring,-1,0.0,outlier
neutral,"Yesterday , Legrand issued its E300 million fixed rate deal maturing 2017 .",yesterday legrand issu e million fix rate deal matur,44,1.0,benchmark
neutral,Yvonne Jones is owner of Chameleon Interiors .,yvonn jone owner chameleon interior,-1,0.0,outlier
neutral,ZAO YIT Moskovia builds housing in Moscow and its surrounding cities .,zao yit moskovia build hous moscow surround citi,0,0.8962740631186905,build
neutral,"BAWAG - Is to issue a benchmark , covered deal .",bawag issu benchmark cover deal,44,1.0,benchmark
neutral,"JVC will stop producing DVD players in Brazil : JVC do Brazil , a subsidiary of Japan 's JVC group announced it will stop the production of DVD players in Brazil .",jvc stop produc dvd player brazil jvc brazil subsidiari japan jvc group announc stop product dvd player brazil,83,1.0,brazil
neutral,"Swedbank Hypotek - Is to issue a benchmark , fixed rate covered deal in Euros , maturing January 2010 .",swedbank hypotek issu benchmark fix rate cover deal euro matur januari,44,1.0,benchmark
neutral,"Argentine agricultural export company Calafate has tapped compatriot firm Finnegans for a software solution , the latter company said in a statement .",argentin agricultur export compani calaf tap compatriot firm finnegan softwar solut latter compani said statement,-1,0.0,outlier
neutral,"Finnish printed circuit boards ( PCBs ) maker Aspocomp Group Oyj said on December 4 , 2006 it named Henry Gilchrist senior vice president of the group 's Asian operations , as of January 8 , 2007 .",finnish print circuit board pcbs maker aspocomp group oyj said decemb name henri gilchrist senior vice presid group asian oper januari,-1,0.0,outlier
neutral,` Nordic infrastructure construction is one of our strategic growth areas .,nordic infrastructur construct one strateg growth area,-1,0.0,outlier
neutral,` Pulp and paper industries are growing in countries like China and Russia .,pulp paper industri grow countri like china russia,7,1.0,paper
neutral,"` Sanoma is a buyer not a target , ' he said .",sanoma buyer target said,-1,0.0,outlier
neutral,"`` After the transaction , Tikkurila has no powder coatings-related operations , '' the company said .",transact tikkurila powder coatingsrel oper compani said,69,1.0,tikkurila
neutral,"`` If you need malware removal tools , type the URL of your vendor of choice directly into the browser bar and use links on their website , '' wrote Trend Micro 's Rik Ferguson on Monday .",need malwar remov tool type url vendor choic direct browser bar use link websit wrote trend micro rik ferguson monday,88,0.7258762517746791,fsecur
neutral,`` It wo n't happen overnight .,wo nt happen overnight,-1,0.0,outlier
neutral,`` Printed fabrics and related design expertise have always been the core of Marimekko 's business and brand .,print fabric relat design expertis alway core marimekko busi brand,-1,0.0,outlier
neutral,`` Serving customers locally is one of the cornerstones of customer focus for us .,serv custom local one cornerston custom focus u,-1,0.0,outlier
neutral,"`` We have become convinced that we can do that very quickly , '' he told Finnish business reporters .",becom convinc quick told finnish busi report,6,0.3615597152162539,finland
neutral,"+_lemiste City is the environment for a knowledge-based economy providing work for 3,300 people with the total turnover of its companies amounting to EEK 5.4 bn , '' said +_lo P+Ærnits , chairman of the supervisory board of +_lemiste City and Mainor .",_lemist citi environ knowledgebas economi provid work peopl total turnov compani amount eek bn said _lo pærnit chairman supervisori board _lemist citi mainor,25,0.9447803655051836,ceo
neutral,"19 May 2010 - Finnish company Lemminkainen Oyj ( HEL : LEM1S ) said today that it will construct an office building at Toolonlahti in downtown Helsinki , without disclosing financial details .",may finnish compani lemminkainen oyj hel lem said today construct offic build toolonlahti downtown helsinki without disclos financi detail,0,1.0,build
neutral,25 November 2010 - Finnish paints and coatings company Tikkurila Oyj ( HEL : TIK1V ) said today that Finnish state-owned investment company Solidium Oy sold its 14.7 % stake in the company for a total of EUR98m .,novemb finnish paint coat compani tikkurila oyj hel tikv said today finnish stateown invest compani solidium oy sold stake compani total eurm,-1,0.0,outlier
neutral,26 January 2011 - Finnish software solutions provider Basware ( HEL : BAS1V ) said yesterday it adjusted its strategy and goals for the next four years with focus on international growth mainly via acquisitions .,januari finnish softwar solut provid baswar hel basv said yesterday adjust strategi goal next four year focus intern growth main via acquisit,-1,0.0,outlier
neutral,26 November 2010 - Finnish sports-equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today it has obtained a EUR30m Schuldschein note loan from a pool of international investors .,novemb finnish sportsequip maker amer sport oyj hel amea said today obtain eurm schuldschein note loan pool intern investor,-1,0.0,outlier
neutral,"3 January 2011 - Scandinavian lenders Sampo Bank ( HEL : SAMAS ) , Pohjola Bank ( HEL : POH1S ) and Svenska Handelsbanken ( STO : SHB A ) have provided a EUR160m ( USD213m ) line of credit to Lemminkainen Oyj ( HEL : LEM1S ) , the Finnish construction firm said on Friday .",januari scandinavian lender sampo bank hel sama pohjola bank hel poh svenska handelsbanken sto shb provid eurm usdm line credit lemminkainen oyj hel lem finnish construct firm said friday,1,1.0,bank
negative,55 workers in +_m+_l will be affected by the close-down .,worker _m_l affect closedown,38,1.0,layoff
neutral,"A coker crane will be supplied to Tesoro Corporation 's Golden Eagle Refinery in Martinez , California , while a similar crane will be delivered to BP 's Castell refinery in Spain .",coker crane suppli tesoro corpor golden eagl refineri martinez california similar crane deliv bp castel refineri spain,91,1.0,crane
neutral,A few employees would remain at the Oulu plant in support functions for other group units .,employe would remain oulu plant support function group unit,-1,0.0,outlier
neutral,A huge issue for us is the button placement .,huge issu u button placement,44,0.36332536732489873,benchmark
neutral,A merger between UPM and Finnish-Swedish Stora Enso is not likely either .,merger upm finnishswedish stora enso like either,-1,0.0,outlier
neutral,A paper mill in the central Maine town of Madison soon will have a new owner .,paper mill central main town madison soon new owner,7,0.8841427435958394,paper
neutral,A total 30 % of the order value was booked in the fourth quarter of 2009 and the remainder will be booked in the second quarter of 2010 .,total order valu book fourth quarter remaind book second quarter,99,1.0,book
neutral,"A total of 131000 Talvivaara Mining Company Plc 's new shares were subscribed for during the period between May 1 , 2010 and June 30 , 2010 under the company 's stock option rights 2007A .",total talvivaara mine compani plc new share subscrib period may june compani stock option right,55,0.8162220213247962,option
neutral,"A total of 38,244 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed on 19 April exercising the A-B-C options based on the company 's stock option plan 1999 .",total new citycon share nomin valu eur per share subscrib april exercis abc option base compani stock option plan,55,1.0,option
neutral,"A total of 750,330 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed in December exercising the A-B-C options based on the company 's stock option plan 1999 .",total new citycon share nomin valu eur per share subscrib decemb exercis abc option base compani stock option plan,55,1.0,option
neutral,"ABN Amro Capital has agreed to sell its Helsinki-based designer homeware producer , Iittala Oyj , to crosstown consumer products group Fiskars Corp. , for EUR230 million to EUR235 million ( $ 310 million to $ 316 million ) .",abn amro capit agre sell helsinkibas design homewar produc iittala oyj crosstown consum product group fiskar corp eur million eur million million million,-1,0.0,outlier
neutral,"According to preliminary information by the Finnish Forest Industries Federation , imports of roundwood to Finland increased to about 20 million m3 in 2005 , representing an increase of 15 % from 2004 .",accord preliminari inform finnish forest industri feder import roundwood finland increas million repres increas,46,1.0,forest
negative,Finland-based Stockmann Group has closed seven franchising sports stores Nike in Russia .,finlandbas stockmann group close seven franchis sport store nike russia,-1,0.0,outlier
neutral,"Finnish AC drives manufacturer Vacon is acquiring the AC drives business of TB Wood 's , part of the US group Altra Holdings .",finnish ac drive manufactur vacon acquir ac drive busi tb wood part u group altra hold,60,1.0,drive
neutral,Finnish beverage company Olvi is one of the last listed companies in Finland that has not yet published its financial result for the second quarter of 2009 .,finnish beverag compani olvi one last list compani finland yet publish financi result second quarter,6,0.7212395518491193,finland
neutral,Finnish department store group Stockmann is planning to acquire about EUR 141mn through a directed issue and a rights offering .,finnish depart store group stockmann plan acquir eur mn direct issu right offer,-1,0.0,outlier
neutral,"Finnish Kemira Group 's CEO , Lasse Kurkilahti , says the Group 's structural reorganisation will continue for at least a year .",finnish kemira group ceo lass kurkilahti say group structur reorganis continu least year,-1,0.0,outlier
neutral,Finnish power company Fortum reports 89 % of its electricity was generated without carbon dioxide emissions in 2007 .,finnish power compani fortum report electr generat without carbon dioxid emiss,5,1.0,heat
neutral,Finnish Rautaruukki 's engineering division Ruukki Engineering will re-organise its operations in the Mo i Rana plant in Norway .,finnish rautaruukki engin divis ruukki engin reorganis oper mo rana plant norway,40,0.7287141475838991,negoti
neutral,Finnish stainless steel manufacturer Outokumpu in Degefors is planning to recruit new engineers in order to meet a retirement wave over the next few years .,finnish stainless steel manufactur outokumpu degefor plan recruit new engin order meet retir wave next year,84,0.763151986127789,steel
neutral,"Finnish W+Ærtsil+Æ that provides power solutions for the marine and energy markets has opened a Service Centre in Murmansk , in Russia .",finnish wærtsilæ provid power solut marin energi market open servic centr murmansk russia,-1,0.0,outlier
negative,"In Finland , Sampo Bank , now part of the Danske Bank group , will lay off staff from the administrative and support functions .",finland sampo bank part dansk bank group lay staff administr support function,1,1.0,bank
neutral,"Local government commissioner of +_m+_l , Kurt Svensson , says he will contact the management of Finnish company Componenta to find out if there are any alternatives to the company 's decision to close down its plant in +_m+_l .",local govern commission _m_l kurt svensson say contact manag finnish compani componenta find altern compani decis close plant _m_l,-1,0.0,outlier
neutral,"Private equity investor CapMan , the owner of Finnish Lumene cosmetics company , is planning to list Lumene .",privat equiti investor capman owner finnish lumen cosmet compani plan list lumen,45,0.9341624071635679,capman
negative,"Scanfil , a systems supplier and contract manufacturer to the communications sector , will give notice to 20 productional employees , and temporarily lay off 15 employees at the company 's plant in Sievi , in Finland .",scanfil system supplier contract manufactur communic sector give notic product employe temporarili lay employe compani plant sievi finland,66,0.13620099549380754,scanfil
negative,"Scanfil , a systems supplier and contract manufacturer to the communications sector , will start personnel negotiations in Oulu , in Finland , to lay off staff temporarily .",scanfil system supplier contract manufactur communic sector start personnel negoti oulu finland lay staff temporarili,66,0.4191980971968192,scanfil
neutral,"Swedish engineering consultant firm Etteplan is to establish a unit in town Borl+Ænge , by the turn of the month March-April 2008 .",swedish engin consult firm etteplan establish unit town borlæng turn month marchapril,-1,0.0,outlier
neutral,"The Finnish investment company Sponda is conducting negotiations to acquire the business center Dukat Palace-2 located in the center of Moscow , from London & Regional Properties .",finnish invest compani sponda conduct negoti acquir busi center dukat palac locat center moscow london region properti,-1,0.0,outlier
neutral,"According to Finnish FIM Bank , Alpro 's price would be around EUR 100mn-150mn .",accord finnish fim bank alpro price would around eur mnmn,-1,0.0,outlier
neutral,"According to Heikkil+Æ , more than just `` refreshment and energy '' will soon be found in soft drinks also in Finland .",accord heikkilæ refresh energi soon found soft drink also finland,16,0.23071905364453899,beer
neutral,"According to HK Ruokatalo , almost all the meat used by the company comes from Finland .",accord hk ruokatalo almost meat use compani come finland,68,1.0,meat
neutral,"According to L+Ænnen Tehtaat 's CEO Matti Karppinen , the company aims to deliver fish products to its customers a day earlier than it currently does .",accord lænnen tehtaat ceo matti karppinen compani aim deliv fish product custom day earlier current,-1,0.0,outlier
neutral,"According to Olvi , the company is already negotiating new agreements .",accord olvi compani alreadi negoti new agreement,21,0.8385448872456867,accord
neutral,"According to Saarioinen 's Managing Director Ilkka M+Ækel+Æ , the food industry sector has a significant excess of production machinery .",accord saarioinen manag director ilkka mækelæ food industri sector signific excess product machineri,97,1.0,food
neutral,According to the announcement of the Helsinki Stock Exchange the share of Sentera shall be delisted from the NM-list of the Helsinki Stock Exchange accordingly .,accord announc helsinki stock exchang share sentera shall delist nmlist helsinki stock exchang accord,21,0.5342699496283361,accord
neutral,Activities range from the development of natural resources to the retailed marketing of finished products .,activ rang develop natur resourc retail market finish product,90,1.0,product
neutral,"Additionally , information on business segments , competitors and future outlook are provided .",addit inform busi segment competitor futur outlook provid,51,0.906886440790827,poyri
negative,"Additionally , the company will terminate a maximum nine salaried and senior salaried employees ' employment contracts .",addit compani termin maximum nine salari senior salari employe employ contract,38,0.30772090735923324,layoff
neutral,"Additionally , the company will use the solutions to automate the preparation of financial statements according to IFRS standard .",addit compani use solut autom prepar financi statement accord ifr standard,28,0.10308831579591621,financi
neutral,Affecto has participated in the program for the development of the Norwegian pension system since 2007 .,affecto particip program develop norwegian pension system sinc,94,0.8986319548164325,pension
neutral,"Affecto will provide a new EFI Data Warehouse and reporting solution , behavioural scoring system supporting operational decision processes and Data Migration from old legacy systems to the new EFI system .",affecto provid new efi data warehous report solut behaviour score system support oper decis process data migrat old legaci system new efi system,8,1.0,data
neutral,AffectoGenimap builds highly customised IT solutions for its customers in Finland and the Baltic countries .,affectogenimap build high customis solut custom finland baltic countri,6,0.39380504126380783,finland
neutral,After 1 April 2007 Cencorp will not have any own employees in the territory .,april cencorp employe territori,-1,0.0,outlier
neutral,"After buying Eukor Car Carriers 50 percent stake , Grimaldi Group is now the sole owner of the Swedish roll-on , roll-off port of Wallhamn .",buy eukor car carrier percent stake grimaldi group sole owner swedish rollon rolloff port wallhamn,30,0.8088238941158155,stake
neutral,"After completion of the acquisition , Poyry 's oil and gas expertise will cover multi-discipline engineering and consulting services across the complete oil and gas asset lifecycle , including deepwater engineering services .",complet acquisit poyri oil gas expertis cover multidisciplin engin consult servic across complet oil gas asset lifecycl includ deepwat engin servic,-1,0.0,outlier
neutral,"After the restructuring , UPM 's average paper machine capacity in Europe will be 320,000 tons ( 350,000 short tons ) in coated magazine paper and 420,000 tons ( 460,000 short tons ) in coated fine paper .",restructur upm averag paper machin capac europ ton short ton coat magazin paper ton short ton coat fine paper,7,1.0,paper
neutral,"After the transaction , M-real will own 30 % in Metsa-Botnia and UPM -- 17 % .",transact mreal metsabotnia upm,3,1.0,agreement
neutral,"After the transaction , Tikkurila has no powder coatings related operations .",transact tikkurila powder coat relat oper,69,1.0,tikkurila
neutral,"Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 23.4.2007 Ahlstrom Corporation will publish its first quarter financial results 2007 on Friday , April 27 , 2007 approximately at 8.30 a.m. Finnish time .",ahlstrom corpor stock exchang announc ahlstrom corpor publish first quarter financi result friday april approxim finnish time,-1,0.0,outlier
neutral,"AHMS will also offer Hotel and Hotel Project Consultancy , Management Services , Brand Franchise , Training and Sales and Marketing services on a pan-India basis .",ahm also offer hotel hotel project consult manag servic brand franchis train sale market servic panindia basi,0,1.0,build
neutral,Aktia forecasts Finland 's inflation at 1.1 % in 2010 .,aktia forecast finland inflat,-1,0.0,outlier
neutral,Aldata noted that its Voice Supply Chain Technology approach enables VDW to integrate with warehouse management systems .,aldata note voic suppli chain technolog approach enabl vdw integr warehous manag system,-1,0.0,outlier
neutral,"Aldata Solution Oyj Stock Exchange Release 11 August 2006 , at 11.00 am ALDATA SHARES SUBSCRIBED FOR WITH 2003 STOCK OPTIONS A total of 95,000 new shares of Aldata Solution Oyj have been subscribed for with the company 's 2003A stock options .",aldata solut oyj stock exchang releas august aldata share subscrib stock option total new share aldata solut oyj subscrib compani stock option,55,1.0,option
neutral,"ALEXANDRIA , Va. , Dec. 17 -- Reijo Salovaara , Nastola , Finland , has developed a veneer cutter .",alexandria va dec reijo salovaara nastola finland develop veneer cutter,77,0.6653173224253497,veneer
neutral,"ALEXANDRIA , Va. , Dec. 19 -- United States Patent no. 7,853,620 , issued on Dec. 14 , was assigned to Nokia Corp. ( Espoo , Finland ) .",alexandria va dec unit state patent issu dec assign nokia corp espoo finland,43,0.7929373681404706,patent
neutral,"ALEXANDRIA , Va. , Dec. 22 -- United States Patent no. 7,854,608 , issued on Dec. 21 , was assigned to Outotec Oyj ( Espoo , Finland ) .",alexandria va dec unit state patent issu dec assign outotec oyj espoo finland,43,1.0,patent
neutral,"ALEXANDRIA , Va. , Jan. 9 -- United States Patent no. 7,862,685 , issued on Jan. 4 , was assigned to Kemira Chemicals Inc. ( Marietta , Ga. ) .",alexandria va jan unit state patent issu jan assign kemira chemic inc marietta ga,43,1.0,patent
neutral,"ALEXANDRIA , Va. , March 15 -- Jaakko Vilo of Turku , Finland , has developed a panel press .",alexandria va march jaakko vilo turku finland develop panel press,35,0.8256766682424057,technolog
neutral,"ALEXANDRIA , Va. , May 23 -- Matti Harkonen and Pentti Sipponen , both of Espoo , Finland , Osmo Suovaniemi of Helsinki , Finland , and Tapani Tiusanen of Vantaa , Finland , have developed a paper web press device .",alexandria va may matti harkonen pentti sipponen espoo finland osmo suovaniemi helsinki finland tapani tiusanen vantaa finland develop paper web press devic,35,0.7473772463871027,technolog
neutral,"ALEXANDRIA , Va. , Oct. 23 -- Hans-Otto Scheck of Espoo , Finland , has developed a method of identifying remote radio units in a communication system .",alexandria va oct hansotto scheck espoo finland develop method identifi remot radio unit communic system,-1,0.0,outlier
neutral,"ALEXANDRIA , Va. , Oct. 6 -- United States Patent no. 7,804,288 , issued on Sept. 28 , was assigned to Vacon Oyj ( Vaasa , Finland ) .",alexandria va oct unit state patent issu sept assign vacon oyj vaasa finland,43,1.0,patent
neutral,"Alma Media Corporation Press Release 15 March 2010 TYRVAAN SANOMAT AND PAIKALLISSANOMAT BEING BOUGHT BY SUOMEN PAIKALLISSANOMAT Two local papers , Tyrvaan Sanomat and Paikallissanomat , appearing in Sastamala and its neighbouring municipalities , are to be bought by Suomen Paikallissanomat Oy .",alma medium corpor press releas march tyrvaan sanomat paikallissanomat bought suomen paikallissanomat two local paper tyrvaan sanomat paikallissanomat appear sastamala neighbour municip bought suomen paikallissanomat oy,18,0.827265224488756,newspap
neutral,"Alma Media Corporation PRESS RELEASE March 25 , 2010 TYRV+_+_N SANOMAT PURCHASE CONFIRMED The business operations of Tyrv+Æ+Æn Sanomat Oy will be transferred to Suomen Paikallissanomat Oy .",alma medium corpor press releas march tyrv__n sanomat purchas confirm busi oper tyrvææn sanomat oy transfer suomen paikallissanomat oy,18,0.4387240428777361,newspap
neutral,"Also Finnish Industry Investment , a government-owned investment company , will participate in the project .",also finnish industri invest governmentown invest compani particip project,-1,0.0,outlier
neutral,"Also in Latvia , we act as a partner for bakery customers in both production and product development .",also latvia act partner bakeri custom product product develop,90,1.0,product
neutral,"Also Ruukki Construction , Rautaruukki 's construction division , is initiating employer-employee negotiations at its sites in Alaj+Ærvi , Vimpeli and Per+Æsein+Æjoki in Finland .",also ruukki construct rautaruukki construct divis initi employeremploye negoti site alajærvi vimp peræseinæjoki finland,40,0.841066534341786,negoti
negative,"Also the city 's insurance company , If P & C Insurance , has said it will not pay compensation .",also citi insur compani p c insur said pay compens,-1,0.0,outlier
neutral,"Altogether CapMan employs approximately 150 people in Helsinki , Stockholm , Copenhagen , Oslo , Moscow and Luxembourg .",altogeth capman employ approxim peopl helsinki stockholm copenhagen oslo moscow luxembourg,45,1.0,capman
neutral,"Altona stated that the private company of Altona chairman Kevin Maloney , Tulla Resources , would take up its entitlement in full .",altona state privat compani altona chairman kevin maloney tulla resourc would take entitl full,25,0.874037789756687,ceo
neutral,"An acquisition of TeliaSonera would be France Telecom 's biggest since its 2000 purchase of Orange plc for  27.8 billion ( $ 55.1 billion ) and would create the world 's fourth-largest telecom company behind AT&T Inc. , Verizon Communications Inc. and NTT Corp. of Japan .",acquisit teliasonera would franc telecom biggest sinc purchas orang plc billion billion would creat world fourthlargest telecom compani behind att inc verizon communic inc ntt corp japan,8,0.854133933958147,data
neutral,An earn-out payment of up to 4.0 mln euro ( $ 5.3 mln ) can also be paid depending on Intellibis financial performance in 2007 .,earnout payment mln euro mln also paid depend intellibi financi perform,23,0.9422561049398103,mln
neutral,An EU law on the issue may be introduced around 2010 .,eu law issu may introduc around,-1,0.0,outlier
positive,"And earlier this month , the company signed a deal with India-based information technology services giant Wipro Technologies to transfer and sell its radio access related R&D activities in Berlin .",earlier month compani sign deal indiabas inform technolog servic giant wipro technolog transfer sell radio access relat rd activ berlin,-1,0.0,outlier
neutral,Another firm Air Liquide was exempted because it left the market in 1998 .,anoth firm air liquid exempt left market,64,0.7496629342617893,market
neutral,"Apartments of YIT Home may be purchased in 5 regions of Russia , where YIT subsidiaries carry out their activities : Moscow and Moscow region , St. Petersburg , Ekaterinburg , Kazan and Rostov-on-Don .",apart yit home may purchas region russia yit subsidiari carri activ moscow moscow region st petersburg ekaterinburg kazan rostovondon,-1,0.0,outlier
neutral,"Approximately SEK 166 million in repayments has been demanded for overcharging in the Stockholm area , with the remaining SEK 87 million taken from the Western coast , the inspectorate said .",approxim sek million repay demand overcharg stockholm area remain sek million taken western coast inspector said,1,0.5964046771323707,bank
neutral,Arena Partners Oy is a development company for electronic business .,arena partner oy develop compani electron busi,33,1.0,electron
